Doc,Company,Year,Text
Doc1844,pegasystems ,1998," Stronger Business Through Strong Alliances In 1998, we built on our strategic relationships in three Ways. "
Doc1845,pegasystems ,1998," First, we formalized alliances with several world-class consulting firms, working with them to both support existing customer relationships and bid successfully on new business. These alliances allow Pegasystems?? customers to choose an implementation Strategy that best meets their needs, Working with systems integrators certified in the implementation of Pegasystems solutions. "
Doc1846,pegasystems ,1998," Second, we developed several new alliances that enhance and complement our solution offerings. For example, We strengthened our Computer Telephony Integration (CTI) and call center integration capabilities by joining forces with Genesys Telecommunications Laboratories, Inc. and GeoTel Communications Corporation. We will continue to seek opportunities to team with market leaders, to offer our customers choices and the ability to use Pegasystems products more broadly. "
Doc1847,pegasystems ,1998," Finally, we are very proud of the work accomplished with and by those companies that have made our solution an integral part of their own offerings. These strategic allies are generally the most committed to and selective about working with us. Their endorsement sends a message to the market about the competitive power that our solutions can bring. "
Doc1848,pegasystems ,1998," Today, We are jointly developing applications that leverage our core capabilities in the payments, mutual funds, and credit card marketplace. For example, under our agreement with First Data Resources (FDR), the largest credit card processor in the world, we have developed a state-of-the-art customer service platform, which FDR now offers to its customers. Other recent alliance activity includes the integration of Pegasystems?? Customer Relationship Management solution with Austrian-based Management Data??s reconciliation products, creating a comprehensive solution for the wholesale banking community. We also continue to make progress in the mutual fund market through our relationship with First Data Investor Services. "
Doc1849,pegasystems ,1998," Moving forward, we will focus our energy on developing select relationships that leverage our technology and provide both distribution channels and industry-specific expertise in our target markets. I expect these relationships to play an increasingly important role in Pegasystems?? distribution strategy in 1999 and 2000. We recently formed a ??private label?? group to better provide the specialized technical and marketing assistance these important allies need. In 1999, we look forward to delivering an increased volume of market-leading products for sale and support through these and other third-party distribution channels. "
Doc1850,pegasystems ,1998, Commitment to Our Customers Customer relationships are crucial to our present and future success. We are honored to count many of the world??s largest and most respected organizations among our customers. Their continued insights and endorsements help us to understand how we must evolve as an organization; we regularly seek the feedback of customers on our husiness and our products. 
Doc1851,pegasystems ,1998," During 1998, the Company organized Advisory Board meetings in which hundreds of representatives from our customer base came together to discuss industry trends, develop proposals for Pegasystems?? product evolution, and provide feedback on the usability and power of our product enhancements. PegaVlSlON ??98 our annual customer conference-allowed Pegasystems?? customers, industry press, and market analysts to exchange ideas, learn about Pegasystems?? product plans, and influence our development process. Throughout the year, we conducted informal surveys that helped us understand our customers?? needs. "
Doc1852,pegasystems ,1998," Pegasystems will continue its customer outreach in 1999 with additional Advisory Boards, another international PegaVISION conference, and a formal customer satisfaction program for which the groundwork was laid in 1998. "
Doc1853,pegasystems ,1998," Leveraging Our eSolutions Technology This past year, we recognized important opportunities based on one of our key technological strengths our compatibility with HTML, the ??presentation language?? of the Internet. In 1998, we built upon Pegasystems?? Internet-integration capabilities, creating Web self-service solutions that support call center integration, mass customization, and one-to-one marketing. Pegasystems?? new class of eSolutions will integrate the Internet with our clients?? call centers and back offices. Our goal To provide a truly channel-independent Customer Relationship Management solution that generates dramatic improvements in both operational efficiency and customer loyalty for our clients. "
Doc1854,pegasystems ,1998," Looking Ahead Whenever a company implements change, it takes time for the benefits to show up in the bottom line. Despite the unflattering portrait painted by our 1998 financial results, I believe that our investments in technology and the talent of our staff, combined with t.he process improvements put into place this past year, paint a brighter picture for the future. "
Doc1855,pegasystems ,1998," Pegasystems?? senior management team is dedicated to the continued growth of the Company. We will continue to invest in those areas that directly address the needs of our constituents our customers, investors, and staff. As part of our 1999 planning, we have also taken steps to better manage our expense base and our cash flow. We enter 1999 with a heightened awareness of the importance of our financial well-being, and a commitment to become more disciplined in our spending. It was in this spirit that we chose the modest format of this year's Annual Report. "
Doc1856,pegasystems ,1998," These experiences have tested our resolve, yet they have also proven Pegasystems to be a company with significant strengths. ln 1999, we will continue to address issues and build on our strengths to create a truly great company one that can grow rapidly and enjoy the many rewards of hard work and a job well done. "
Doc1857,pegasystems ,1998," I believe that 1998 will be remembered as pivotal in Pegasystems?? evolution as a year in which we experienced some serious setbacks, yet proved our staying power. We recommit ourselves to our corporate vision. We enter 1999 With many challenges, but with many opportunities, as well. We believe that the long-term demand for Customer Relationship Management solutions will remain strong. And I believe that we have the resources, technological excellence, and strategic market vision we need to build an outstanding future for our customers, investors, and staff "
Doc1858,pegasystems ,1999,"At Pegasystems, 1999 was a year of reestablishing a strong footing of thoughtfully reassessing who we are as a company and where we are going as our evolution continues. We have made substantial progress in overcoming the challenges that our rapid growth presented. The year's accomplishments include improving our financial performance, adding to our distinguished and growing customer list, forging new partnerships with complementary solution providers and realizing a substantial maturation of our infrastructure and everyday business processes. "
Doc1859,pegasystems ,1999," Today, Pegasystems delivers a distinctive approach to Customer Relationship Management. Our vision of utilizing rules-based technology to capture business intelligence presents enormous opportunities. As eBusiness changes the face of Customer Relationship Management by requiring integrated service across channels, we see market needs evolving in ways that play to our core strengths Web and call center integration, process automation expertise and flexible data connectivity all enabled by our patented rules engine. To take full advantage of these opportunities, we are complementing our vision with strong execution skills. "
Doc1860,pegasystems ,1999," Vision: Smart Systems, Ruling the Internet Our vision for the future rests on evolving our innovative technology to foster dramatic improvements in service for our customers as they pursue what we call eCRM integrating the power of the Internet with traditional CRM capabilities utilizing our proven rules-based solutions, the e signifies; "
Doc1861,pegasystems ,1999, electronic replacing conventional processes with online interactions: 
Doc1862,pegasystems ,1999, enterprise bridging islands that fragment service; and 
Doc1863,pegasystems ,1999, extended moving beyond the boundaries of the enterprise and adopting a customer-centric focus. 
Doc1864,pegasystems ,1999," Our plan for success requires us to deliver the next generation of rules-based systems, enabling our customers to create competitive advantage and measurable results, Customer satisfaction is, and always will be, essential to our success. Yet, our vision for the future only begins with technology, as our success also depends on the continuous development of our team, refinement of our infrastructure and enhancement of our business methodologies "
Doc1865,pegasystems ,1999," Execution: Better Tools, Operational Expertise Pegasystems has responded proactively to opportunities by investing heavily in our infrastructure and business processes. Fortunately, we have proven strengths that we rely on as we continue to rebuild. We have a knowledgeable and capable staff. We have added sophisticated customers such as America Online and Guardian Life Insurance. And our solid relationships with our blue-chip customers give us the recurring revenue, positive cash flow and financial traction that we need to execute our plans. "
Doc1866,pegasystems ,1999," We have also added depth to our senior management team to bolster our ability to make smart choices and move forward with confidence. For example, Jim O??Hallorah's appointment as Chief Financial Officer adds seasoned leadership to support the timeliness and quality of our financial management, Other valuable additions to our corporate management, legal, finance and human resources teams bring operational expertise and keen industry understanding to our endeavors. And our Advanced Implement Methodology (AIM) is increasingly being applied to new and existing projects, resulting in marked improvement in our overall project management. "
Doc1867,pegasystems ,1999," Our revolutionary technology enables us to deliver Solutions tailored to our customers?? unique business needs, and in 1999 we made significant strides to enhance those capabilities, A number of initiatives stand out: "
Doc1868,pegasystems ,1999," Our award-winning eCRM Foundation Template, which provides a best-practices starter kit to ensure rapid, low-risk and cost-effective implementations: "
Doc1869,pegasystems ,1999, Our continued development with leading integration and technology partners such as Broadvision and Sun Microsystems and 
Doc1870,pegasystems ,1999," Significant progress group with partners such as Carreker-Antinori and First Data Resources, who use their expertise to create and bring to market best-of-breed solutions based on Pegasystems' technology. "
Doc1871,pegasystems ,1999," We have also established our Vision 2000 plan, a roadmap for the future. which outlines a thoughtful and pragmatic approach to structuring our business for stability, accountability and growth. Vision 2000 details specific cross-functional goals. ranging from creating a world-class support organization and product management team, to expanding our quality assurance programs, to continuing to invest in our staff, foster thought leadership and apply our wealth of intellectual capital. "
Doc1872,pegasystems ,1999," Focusing on the Future Pegasystems continues to blend our unique vision with a focused plan for execution, and we remain grateful to all of our stakeholders for their determination and support. We have demonstrated our staying power, and we are stronger and better prepared the eCRM market into the internet age "
Doc1873,pegasystems ,2000,"Pegasystems entered 2000 with leading-edge technology, a talented workforce, and some of the most prestigious and innovative companies in the world as customers. While these strengths made us appreciative of our potential, we knew that we still had a lot of important work to do. Though from a financial standpoint 2000 proved to be a disappointing year, we achieved several very important milestones and brought greater depth and clarity to our positioning for 2001. "
Doc1874,pegasystems ,2000," At Pegasystems, we strongly believe that rules are the living part of a business   our customers?? businesses and our own. While we continued to discover new ways to capture and enhance our customers?? business rules this year, we also looked to refine the rules by which we go to market   and drive Pegasystems to return to profitability. "
Doc1875,pegasystems ,2000," Strengthening Our Team From an operational perspective, Pegasystems made substantial progress in 2000 and has emerged as a stronger, more focused organization. We realigned ourselves to improve customer satisfaction, profitability and growth. As a result, our professional services and product development teams are better positioned to implement pre-configured solutions for our target industry verticals. By leveraging our capabilities in the customer service segment of the CRM market, we have demonstrated the ability to rapidly deploy complex solutions to our customers?? business problems. We also added three seasoned outside members to our Board of Directors. We have the vision, we have the team, and we continue to prove that we have the ability to capitalize on market demand. "
Doc1876,pegasystems ,2000," Improving Our Internal Business Processes We understand that 2001 is a year to target profitable growth, and our team is focused on that goal as a primary objective. Today, we continue to build and promote a culture of personal accountability, teamwork and financial responsibility. We have settled our shareholder lawsuits, putting a challenging period in our history behind us. Our marketing and business development efforts have resulted in noticeable traction in the marketplace, and we have made significant strides in strengthening our relationships with the press, industry analyst and financial communities. And we have adopted a rigorous approach to planning that has already resulted in improvements in our internal controls, our revenue per employee, and our overall productivity as an organization. "
Doc1877,pegasystems ,2000," Building On Our Customer Base From its inception, Pegasystems had a vision of building rules-based systems that are ??smarter?? and more effective in supporting complex customer care environments. This vision has evolved through working in partnership with our customers, and we aspire to build on our successes and lead the emerging business rules management market. By leveraging our CRM experience and strong customer base, we are proving that business rules management has applicability across CRM and beyond. More than 110 customers, many with multiple installations, offer us a unique opportunity to build on the strengths of these organizations and provide best-of-breed solutions to additional areas of their businesses. Our increased focus on business and strategic partners will only help expand our sales and implementation capabilities. "
Doc1878,pegasystems ,2000," Rules Leadership: The Next Generation In 2000, we continued to receive strong acceptance in the marketplace for our business rules-based approach to process automation. We made dramatic improvements in developing our PegaCRM suite of industry templates   and that hard work has already resulted in the sale and rapid deployment of our solutions in several new customer sites. We also made the very important strategic announcement of our new PegaRULES technology at our user conference. Our strategy to leverage the complementary capabilities of PegaCRM and PegaRULES will enable us to address the needs of many customer constituencies, and engage more effectively with development groups and systems integrators. Through this evolution, companies that were once considered competitors will become valuable partners in providing leading-edge solutions to world-class organizations. "
Doc1879,pegasystems ,2000," Positioning For A Bright Future Business rules represent the actualization of management decisions to guide interactions with an organization??s customers, suppliers, partners and staff. The management of business rules drives efficiency across a wide range of business functions, including pricing policies, staff procedures, product configurations, workflows and more. Nearly two decades ago, Pegasystems introduced the concept of an enterprise rules layer distinct from applications and databases, and today we see this vision driving our position as a leader in the business rules management market. By leveraging our patented technology, we seek to do for business rules management what relational databases did for data. "
Doc1880,pegasystems ,2000," While we believe that 2001 will be a pivotal year in Pegasystems?? history, we recognize that there is still a lot of work to do. To our shareholders, we are dedicated to earning your confidence through more consistent performance. We have regained momentum, and we are well positioned for continued growth as we aggressively stake our claim as a leader in the emerging business rules management market. "
Doc1881,pegasystems ,2001,"2001 WAS A CRUCIAL YEAR IN PEGASYSTEMS?? HISTORY, a year in which we strengthened our foundation with a determination to succeed. Each achievement in 2001 required focus ? focus on achieving four consecutive quarters of increased revenues and profitability, focus on enhancing customer satisfaction, and focus on building on our position as a leader in the business rules automation market. "
Doc1882,pegasystems ,2001," PEGASYSTEMS?? MANAGEMENT AND DELIVERY TEAMS REMAINED DEDICATED to driving operational efficiencies and personal accountability throughout 2001   delivering solid results for our shareholders, customers, partners and employees. We aligned our expenses with expected revenues and developed synergy across our seasoned management team, and as a result achieved a significant financial turnaround despite a challenging economic climate. "
Doc1883,pegasystems ,2001," OUR CUSTOMERS?? SUCCESS IS VITAL TO OUR OWN. In 2001, Pegasystems made customer satisfaction a corporate priority. We looked outward to our world-class customer base to ensure high satisfaction levels and to deliver the products and services that our customers need to be successful. We established tangible metrics to measure our progress in these areas, and we have seen these indicators improve steadily over the last year. "
Doc1884,pegasystems ,2001," PEGASYSTEMS CONTINUES TO SEE STRONG MARKET OPPORTUNITY for our business rules technology as our customers continue to seek new and innovative ways to streamline business processes, decrease costs and maximize the value of their customer relationships. From delivering a comprehensive enterprise system to a solution tailored to meet a specific business need, our technology plays a vital role in the mission-critical planning initiatives of these organizations. "
Doc1885,pegasystems ,2001," WHILE WE ARE PROUD OF OUR 2001 ACCOMPLISHMENTS, we expect that 2002 will present competitive and economic challenges for Pegasystems. We welcome those challenges. Our team has demonstrated that we can execute to accomplish our business goals, and we are positioned to succeed in our chosen markets and capitalize on the opportunities before us. All of us at Pegasystems are deeply thankful to our shareholders, customers, partners and employees for your loyalty and support, and we look forward to continued hard work in 2002. "
Doc1886,pegasystems ,2002,Pegasystems ended 2002 with record revenue of $97.4 million and earnings per share of $0.43. We generated $27 million in positive cash flow from operations and ended the year with $63 million in cash and investments. 
Doc1887,pegasystems ,2002," Our success in 2002, in the face of a challenging economic environment, is directly attributable to the skill and spirit of the entire team here at Pegasystems, and we thank them for their efforts. "
Doc1888,pegasystems ,2002," During 2002, Pegasystems strengthened its position as a leader in rules-based business process management (BPM) software. We expanded and extended our core applications to serve our target vertical markets of financial services and healthcare. We developed and launched a variety of new and enhanced products such as PegaCARD Services, which supports our re-entry into the credit card business. And we commercialized PegaRULES Process Commander   our rules-based BPM platform available for horizontal markets. We believe this suite of products, designed to deliver rules-based BPM across all industries, will provide our Company with significant growth opportunities in the coming years. "
Doc1889,pegasystems ,2002," In 2002, we added names such as Bank of New York, EDS/Inland Revenue and the UK Post Office to our roster of world-class customers. Our rules-based software continues to improve the agility and productivity of our customers in the field every day. Many of our blue-chip customers renewed and extended their relationships with us during 2002, further validating the return on investment offered by our products. We will continue to leverage our strengths in the markets we currently serve, and we plan to demonstrate to a new set of customers   in new markets and industries   the benefits that our rules-based BPM platform can provide. "
Doc1890,pegasystems ,2002," Great products and customers are not in themselves sufficient to enable a company to succeed   operations require the same attention. During 2002, Pegasystems strengthened its management team and continued to fine-tune internal disciplines. "
Doc1891,pegasystems ,2002," We start the new year with a strong array of products, customers and operational sophistication. As we look ahead to 2003, we will continue to leverage our leadership position in the business process management market. We will use our hard-earned reputation, our world-class sales team and the support of partners such as Accenture, IBM and Sun Microsystems to generate bookings growth. And we will continue to develop exceptional products and delight our customers. "
Doc1892,pegasystems ,2002," We firmly believe that Simply Smart BPM delivers what we have promised and, more importantly, what our customers are asking for   intelligent productivity through automated decisions and processes. We have the products, the people and the experience to deliver on the tremendous opportunities that smart systems provide. We look forward to continued success   for our customers, our shareholders and our employees. "
Doc1893,pegasystems ,2003,"PEGASYSTEMS HAD A VERY SUCCESSFUL YEAR IN 2003. WE RECORDED RECORD REVENUE AND PROFITS, AND ARE PLEASED TO REPORT THAT THE COMPANY IS SIGNIFICANTLY STRONGER AND BETTER POSITIONED THAN EVER. "
Doc1894,pegasystems ,2003," REVENUE FOR 2003 GREW TO $99.3 MILLION. PRE-TAX PROFITS WERE UP 27 PERCENT OVER 2002 TO $21.8 MILLION, WITH EARNINGS PER DILUTED SHARE OF $0.49 AND POSITIVE CASH FLOW FROM OPERATIONS OF $21 MILLION. "
Doc1895,pegasystems ,2003," Today, Pegasystems offers a full suite of world-class products to manage complex business processes.There is a growing market for business process management (BPM) software that provides ease of implementation, long-term flexibility, and the ability to drive work through to ??done.?? Pegasystems, with our Simply Smart BPM solution, is well positioned to meet this need, through both its BPM platform and industry applications. "
Doc1896,pegasystems ,2003," In 2003, for example, we added names such as Allstate, Blue Cross & Blue Shield of Rhode Island, and HVB Group to our roster of customers. Furthermore, we significantly expanded our relationships with customers such as Credit Lyonnais and JPMorgan Chase. Our globally renowned partners help broaden our market reach, and we have the solid financial footing necessary to continue to win major new business. "
Doc1897,pegasystems ,2003," Leveraging our 20 years of expertise in customer process and exceptions management, we now have a suite of cross-industry BPM products, as well as specific BPM solutions for the financial services and healthcare industries.We significantly enhanced the PegaRULESTM Process CommanderTM platform, and have developed additional applications on that platform.We introduced Pega Customer Process ManagerTM, an enterprise-wide solution built on Process Commander that is designed to optimize customer service, and enhanced our industryspecific customer service product lineup, including PegaHEALTHTM Member Services, designed for healthcare service centers, as well as PegaCARDTM Customer Care for personalized service for credit card issuers.To build a quality framework for minimizing and addressing non-standard transactions, we introduced the enterprisewide application Pega Quality & Exception ManagerTM, also built on Process Commander.We also significantly extended the functionality of such packaged vertical applications as PegaPAYMENTTM Smart AdjustTM, an exceptions management tool for financial services, and launched other new industry-specific applications built on the latest version of our smart BPM platform, such as PegaHEALTH Claims Repair. As with all our products, these applications are designed with packaged rules and workflows enabling business users to control their IT investments. "
Doc1898,pegasystems ,2003," We are committed to helping our customers become more productive through intelligent business process control. Moreover, we understand that customers today want to use products that offer both knowledge and function to leverage previous technology investments, and attain the scalability and flexibility necessary to ensure return on investment.We are confident that our sophisticated rules-based BPM technology can help customers reach these goals. "
Doc1899,pegasystems ,2003," On behalf of our executive management team,we want to thank our employees, customers, shareholders, and partners for their contributions to the growing marketplace recognition of Simply Smart BPM.We have entered 2004 on a very strong footing, competitively positioned for today??s market, and with a clear vision of our growth potential in the years ahead. "
Doc1900,realnetworks ,1997,"I??m very pleased to present our financial report for 1997. It was a very good year for ReaINetworks. Annual revenue grew in 1997 from $14.0 million to $32.7 million, an increase of 134%. Net loss for 1997 was $11.2 million up from $3.8 million in 1996. These increased expenditures enabled us to substantially expand our product development efforts, to successfully launch ReaIVideo and to both sustain our leadership in streaming audio and take the lead in streaming video. Our balance sheet remains strong, and late in 1997 we added more than $35 million in capital from the successful completion of our initial public offering. We ended the year in excellent financial health with $92 million in cash and investments. We are financially well-positioned to fund the dynamic growth expected in the streaming media market during the next several years. "
Doc1901,realnetworks ,1997," As a company, we believe the true potential of the Internet is to become a mass medium comparable in scope to radio and television. To achieve this potential, the Internet needs to deliver more than text and pictures - it must come alive with audio, video, animation and other streaming media. We are committed to making this vision a reality. Our products unite media companies with audiences, advertisers with broadcasters, products with buyers. Building on our successful introduction of ReaIAudio in 1995, we entered 1997 as the leading provider of streaming audio on the Internet. By the end of 1997 we had delivered a complete line of streaming audio and video products and services including new publishing tools, consumer products, server solutions, consulting and hosting services and a group of Web sites that, combined, are one of the top audio/video sites and one of the top 25 Internet destinations overall. "
Doc1902,realnetworks ,1997," Shortly after its introduction in February of 1997, ReaIVideo became the leading solution for streaming Internet and intranet video broadcasting. Building on this momentum, in October we released ReaISystem 5.0, the first complete, cross-platform solution for live and on-demand streaming media capable of large-scale distribution for both Internet and intranet broadcasting. ReaISystem also marked the introduction of commerce-enabled features like ad insertion and pay-per-view as well as ReaIFIash, streaming animation developed jointly with Macromedia. We also launched ReaIPubIisher, an easy-to-use tool for publishing streaming media and ReaIPresenter which enables PowerPoint presentations enhanced with ReaIAudio to be delivered over networks. These new features and others fueled rapid adoption of our ReaISystem and helped us exit 1997 with approximately 85% market share of all Internet pages using streaming media. "
Doc1903,realnetworks ,1997," Corporate intranets are a growing market for our technology and are key to our strategy. Major companies like Fujitsu Network Communications, Novell and Tandem have joined 3Com, The Boeing Company, GE Information Services, Lucent and MCI in deploying our streaming media solutions across their intranets. These companies, and others that have utilized streaming media, are able to realize tangible cost savings and increased productivity through better communications within their organizations. As the importance of intranets continues to grow, so does our opportunity. "
Doc1904,realnetworks ,1997," The consumer side of our business has flourished as well. Our ReaIPIayer registered user base grew from 4 million to 14 million over the course of 1997, and we now have surpassed the 20 million mark. By the end of 1997, over 100,000 people were downloading our ReaIPIayer software every day. Our enhanced ReaIPIayer Plus software is one of the most successful examples of electronic commerce on the Internet today, with over 500,000 copies sold in just 18 months. Our content aggregation and entertainment sites  Timecast, Daily Briefing, LiveConcerts.com, MusicNet and FiIm.com  allow Internet users immediate access to a wealth of streaming audio and video programs updated daily and delivered directly to their homes and desktops. The proven success of these sites helps us to further evangelize the power and promise of streaming media. Moreover, our Real brand is one of the most widely recognized on the Internet. "
Doc1905,realnetworks ,1997," As our market grew domestically, we also moved globally with the creation of three foreign subsidiaries. We incorporated our French and Japanese subsidiaries in November 1996 and our U.K. subsidiary in February 1997. Despite a slowdown in certain Asian markets towards the end of 1997. our international revenues went from 22% of total net revenues in 1996 to 26% of total net revenues in 1997. "
Doc1906,realnetworks ,1997," We're creating greater understanding about streaming media and building strong alliances. We have taken an open, extensible and comprehensive approach to our technology, creating a set of products and services that span the spectrum of Internet and intranet broadcasting needs and that enable other companies to add value to our products. Our 1997 ReaIMedia Conference brought together the leading Internet multimedia companies and hundreds of developers, content creators and corporate executives seeking answers about how to make their Internet and intranet sites more dynamic and profitable. We also entered into a diverse number of strategic relationships with companies like Microsoft, Macromedia, MCI, Sun, DEC and many others all designed to maximize market penetration, enhance validation and adoption of our technologies, aid content development, expand commercial activities and develop software protocols for proposed adoption as industry standards. "
Doc1907,realnetworks ,1997," These accomplishments were possible because we thrive on excellence, propelled by the desire to continuously innovate and improve our technology. We believe this emphasis, coupled with a cross-platform and open architecture, strong brand recognition and market share, and a high level of commitment to supporting our customers, will continue to place us at the forefront of the streaming media market. "
Doc1908,realnetworks ,1997," Going forward, we will work to maintain our market leadership by continuing to devote a significant portion of our resources to the research and development of new products. The Vivo Software acquisition in March of 1998 further strengthens and extends our market leadership position by adding their award winning technology, significant customer base and a number of highly talented people. "
Doc1909,realnetworks ,1997," I am proud of the contributions made over the past year by the entire staff of ReaINetworks. We have much to be optimistic about. We expect streaming media will continue to enhance the Internet and corporate intranets by creating new ways to communicate and conduct business. We remain committed to being the defining force behind this rapidly changing, incredibly promising new medium. "
Doc1910,realnetworks ,1998,"During 1998, RealNetworks continued to lead the streaming media industry. We have built our success on four fundamental building blocks. First, RealNetworks continues to develop and implement the best technology to deliver the richest programming on the Web. Second, we have achieved near ubiquity, both in terms of the distribution of our consumer products and in terms of the availability of rich media programming from RealNetworks streaming media servers. Third, RealNetworks has earned a strong market position by creating an interlocking ecosystem of significant streaming media partners. Finally, we continue to develop new and better products and services to easily connect consumers to the rich programming that our technology enables. "
Doc1911,realnetworks ,1998," technological innovation Perhaps nothing demonstrated RealNetworks' commitment to making the Internet into the next mass medium better than our introduction in November 1998 of the next generation streaming media system RealSystem G2. Winner of nearly every major product review, and judged by analysts and consumers alike to be the leading streaming media platform, RealSystem G2 introduced features, from SureStream to SMIL, which produce the best possible media experiences for our customers. "
Doc1912,realnetworks ,1998," Developing the best technology is only the first step. RealNetworks has continued to lead in the innovation of new technology and, with the AutoUpdate feature of the RealPlayer G2, we are able to upgrade our products on tens of millions of PCs in real-time. "
Doc1913,realnetworks ,1998," ubiquity of Pleallvetworks products By March 16, 1999,RealNetworks had registered 56 million unique users of the RealPlayer, a striking increase from the 14.5 million registered users at the end of 1997. Although this marked the largest absolute growth of any desktop application, RealNetworks measures the success of our products not just by their availability, but by their actual usage, In December 1998, according to Media Metrix, 15.5 million US households were using the RealPlayer each month, an increase of more than 300% over December 1997. The ubiquity and great popularity of the RealPlayer is linked in large part to the breadth of rich programming produced in RealNetworks formats. Altogether, more than 85% of all streaming Web pages are in our formats, with 300,000 hours of live streaming content being broadcast each week. "
Doc1914,realnetworks ,1998," The incredible growth of RealNetworks' reach meant that last year, for the first time, millions of people witnessed historical events such as the impeachment of President Clinton, military action in Iraq and John Glenn??s return to space, not on television or radio, but on the Web through the RealPlayer. No longer tied to the schedules of the traditional broadcast media, or needing to wait for snippets on the evening news, users around the world tuned in live or on demand using the RealPlayer to witness history unfolding. Just as CNN changed the face of live news reporting during the 1991 Persian Gulf War, in 1998 RealNetworks brought streaming media into the mainstream, and transformed forever the way people get information. "
Doc1915,realnetworks ,1998," the ReaINetworks streaming media ecosystem RealNetworks has helped to build an entire streaming media industry, responsible in part for our dramatic growth in 1998. This industry is an interlocking ecosystem of streaming media partners, including major media companies, infrastructure providers and major computing platform providers. ABC, Fox News, @Home, lnktomi, Enron, AOL, lntel IBM/Lotus and Netscape are just a few of the significant companies that have joined the growing community that recognize RealNetworks as the standard in streaming media. "
Doc1916,realnetworks ,1998," connecting consumers to rich content One of the key factors in enabling the next mass medium is providing consumers with a simple way to easily locate and access the infinite number of streaming media programming choices afforded by the Internet. To this end, RealNetworks has been focused on delivering a number of new content aggregation properties. With RealPlayer G2, RealNetworks delivered new features such as RealChannels and expanded Presets, which enable consumers to instantly access live and on demand streaming media programming from leading media companies like CNN, ESPN, NPR, FOX and ABC directly from the RealPlayer. RealNetworks also launched the enhanced version of RealGuide, a destination Web site designed to provide consumers with a simple means of locating and accessing their desired programming from more than 85% of the streaming media Web pages on the lnternet. With the introduction of RealAudio and RealVideo search, consumers can key-word search for their desired streaming media programming from both RealPlayer G2 and from RealGuide. "
Doc1917,realnetworks ,1998," In 1998, FiealNetworks built the best streaming technology, the strongest market share, a strong partnership ecosystem and exciting consumer experiences. We helped transform the Internet into a mass medium and, in so doing, RealNetworks generated record revenues in 1998 of $64.8 million, an increase of 98% over 1997. The fourth quarter of 1998 represented our 14th consecutive quarter of sequential revenue growth, and our balance sheet remains exceptionally strong, with approximately $100 million in cash and investments at the end of 1998. "
Doc1918,realnetworks ,1998," RealNetworks credits its success to the energy and creativity of our employees and management team, and to the strong support of you, our shareholders. We are focused on providing value over the long-term to our shareholders. "
Doc1919,realnetworks ,1998, We are proud of what we have accomplished in 1998. And we remain committed to leading the continued growth of this exciting new industry. The whole world is watching. 
Doc1920,realnetworks ,1999,"When we founded RealNetworks six years ago, it was hardly the conventional wisdom that the Internet would revolutionize audio and visual communication. The impact of this revolution has been truly profound and its pace staggering, even more impactful, I believe, than the transformation from radio to television in the 1950's. "
Doc1921,realnetworks ,1999," There are several reasons for this Internet media revolution. First, the Internet is a truly global medium, providing people the ability to broadcast media from anywhere In the world to anywhere in the world. Second, anyone not just those able to obtain an FCC broadcast license or carriage on cable systems - can be a broadcaster. There are now tens of thousands of channels on the Web broadcasting an incredible variety of content worldwide, certainly a dramatic expansion compared to the handful of programming choices available during the early years of television. And finally, the Internet uniquely makes it possible to deliver incredibly powerful programming that is completely personalized and interactive, integrating rich media programming with the virtually limitless information available on the Web. "
Doc1922,realnetworks ,1999," Since ??breaking the Internet sound barrier in 1995 with the introduction of RealAudio, we are extremely proud that a new communications medium has blossomed, with RealNetworks firmly at its center. We have led this fundamental transformation by retaining a single-minded focus on our vision of turning the Internet into the next great mass medium. ln 1997, we further propelled the Internet media market with the introduction of Realvideo. In 1998, we advanced the Internet media delivery system still further with RealSystem G2, the first truly integrated, open and extensible streaming media architecture. "
Doc1923,realnetworks ,1999," Demonstrating the strength of our vision, our user base more than doubled in 1999, ending the year with 95 million unique registered users of the RealPIayer. More than 85% of all streaming media Web pages utilize our technology. "
Doc1924,realnetworks ,1999," In May, RealNetworks built upon our leadership in streaming media over the Internet and entered the rapidly developing sphere of digital distribution of music, with the introduction of RealJukebox. We believe RealJukebox is the most rapidly adopted new Internet software product in history. Fully integrating support for a broad range of portable devices and music formats, RealJukebox quickly became the most popular digital music system, and ended the year with more than 20 million unique registered users. "
Doc1925,realnetworks ,1999," In November, in order to better connect consumers to content in the face of the rapid proliferation of media on the Internet, we launched the ReaI.com Network with more than 100 leading media partners. This powerful integration of consumer software and services rapidly demonstrated its impact in helping millions of consumers find the content they wanted, driving an estimated 200 million visits to our partners?? programming in just the first four months. "
Doc1926,realnetworks ,1999," At year??s end, as part of RealNetworks?? strategy to make the widescale delivery of broadband rich media a reality, we introduced a broadband-enhanced version of ReaISystem G2. This newest version of our industry-leading streaming media system builds on the considerable initiatives RealNetworks and its many partners have undertaken to build out a media delivery infrastructure which can deliver high-quality media programming to the widest Internet audience as we transition from a narrowband to a broadband world. In combining our ??best-of-breed technology with the unmatched depth and breadth of our partners, I am fully confident that RealNetworks is uniquely positioned to lead this exciting new industry, which we helped to create, into the broadband future. "
